Orthogroup	BU_ATCC8492	PV_ATCC8482
OG0002602		PV_ATCC8482_02893, PV_ATCC8482_03153
OG0002603		PV_ATCC8482_02899, PV_ATCC8482_02901
OG0002604		PV_ATCC8482_02932, PV_ATCC8482_04265
OG0002605		PV_ATCC8482_03000, PV_ATCC8482_03002
OG0002606		PV_ATCC8482_03026, PV_ATCC8482_04154
OG0002607		PV_ATCC8482_03053, PV_ATCC8482_04118
OG0002608		PV_ATCC8482_03078, PV_ATCC8482_03606
OG0002609		PV_ATCC8482_03212, PV_ATCC8482_03273
OG0002610		PV_ATCC8482_03467, PV_ATCC8482_03487
OG0002611		PV_ATCC8482_03497, PV_ATCC8482_03503
OG0002612		PV_ATCC8482_03507, PV_ATCC8482_04274
OG0002613		PV_ATCC8482_03546, PV_ATCC8482_04076
OG0002614		PV_ATCC8482_03552, PV_ATCC8482_03866
OG0002615		PV_ATCC8482_03774, PV_ATCC8482_03826
OG0002616		PV_ATCC8482_03775, PV_ATCC8482_03825
OG0002617		PV_ATCC8482_03896, PV_ATCC8482_03902
OG0002618		PV_ATCC8482_04017, PV_ATCC8482_04018
